Exp,Pred
5.1,5.2427135
5.8000007,5.4599075
6.499997,5.2509904
5.3,5.2629232
5.4,5.6640153
5.0,5.2795887
8.500313,7.5206466
5.3,5.7158365
5.0,5.3138323
5.3,5.3513584
5.0,5.504222
5.2000003,5.635263
5.4999995,5.177111
5.236572,5.8779798
8.400117,6.1519866
4.6,5.228551
5.8000007,5.5162425
5.8000007,5.7085767
6.0,5.90594
5.8000007,5.503607
4.4,5.033996
5.3,5.4768953
5.5999994,5.8883047
5.4,5.426906
7.1958604,6.708077
5.1,5.0692163
5.2000003,5.662209
5.8000007,5.782211
5.4,5.628462
6.1999984,5.503818
4.0,4.409505
6.332547,5.6925116
6.500313,5.892509
5.8000007,5.6701193
5.8000007,6.515077
5.4999995,5.655804
6.860121,5.963193
5.899998,5.9342504
4.0,4.9784746
5.9003196,5.6993937
5.8000007,5.2296658
7.1000156,5.9851885
5.3,5.3004355
8.19997,5.406391
5.0,5.255199
8.344862,7.5052214
5.4999995,5.866067
7.0,6.0477242
5.0,4.900972
6.600326,5.5586653
5.8000007,5.6783576
5.0,5.4934645
5.8000007,5.813675
6.299998,5.167399
6.1999984,6.196134
5.4,5.4476156
5.1,5.39895
4.9,4.996925
6.0,6.0144053
5.3,5.352246
6.099999,6.521788
5.1,5.184828
5.2000003,5.2785225
5.2000394,5.5082297
5.4999995,5.625994
5.2000003,5.53159
5.1,5.216557
5.552842,5.968642
5.8000007,5.696805
5.8000007,5.8889503
5.5999994,5.331987
5.5999994,5.565302
5.1,5.2750926
5.6001534,6.0637484
5.6001534,5.515908
5.2000003,5.507946
5.800245,5.9853306
5.5999994,5.5968256
5.3,5.379291
5.3,5.167444
5.8000007,5.8152184
5.800245,5.5645638
6.299998,6.1603208
6.099999,5.6237626
5.899998,5.28675
5.4999995,6.0351567
5.1,4.8678794
5.2000003,5.8631945
5.4999995,5.26062
5.4999995,5.229458
5.0,5.287919
5.5999994,5.6318536
5.1,5.2146263
4.5,4.782861
5.2000003,5.789171
5.1,5.471478
5.7000003,5.1221833
8.0,7.9741526
6.299998,5.9307117
5.2000003,5.993114
5.2000003,5.497239
5.2000003,5.2896285
5.5999994,6.0702453
5.1,5.3938975
6.1999984,5.884642
5.2000003,5.156311
5.0,5.3773932
5.4999995,5.301827
5.0,4.9558806
5.4,5.871284
8.614394,8.437258
5.4999995,5.355741
8.801343,6.4612308
5.3,5.635445
5.4,5.946004
5.4999995,5.5287623
5.1,5.152691
5.8000007,5.592126
6.6999917,5.704713
5.8000007,5.9609146
5.8000007,6.362556
5.0,5.5062494
5.4999995,5.3538804
6.7999983,5.4880943
5.3,5.240096
6.299998,5.3499084
5.2000394,5.2727427
5.1,5.256899
6.499997,5.7478147
5.8000007,5.791567
5.4999995,5.392855
6.099999,5.8411355
5.1,5.256736
5.8000007,5.8301244
5.2000003,5.5191674
4.1,5.022098
5.800245,5.6188784
5.4000077,5.3047504
5.2000003,5.215045
5.8000007,5.5829277
6.299998,6.0887504
5.800245,5.604116
5.0,5.583167
5.2000003,5.5663095
5.0,5.2607274
5.1,5.5626917
5.4,5.7112
4.5,5.02128
5.7000003,6.2145963
5.0,5.4691386
5.4999995,5.581609
5.4999995,5.30799
5.4999995,5.461167
7.7999706,6.1960044
5.5999994,5.398721
5.2000003,5.152692
5.5999994,5.512304
6.299998,5.8255024
5.5999994,5.2042737
11.1549015,10.900196
7.1000156,6.398986
5.700057,5.8043575
5.0,5.3516593
5.5999994,5.7958736
5.800245,5.767428
5.3,5.057362
8.10018,7.8382726
5.5999994,5.980913
5.1,4.9848514
5.7000003,6.123738
5.899998,5.6301622
5.1,5.031365
5.2000003,5.36436
6.3999968,5.987763
6.0,5.986744
6.90309,5.905134
5.1,5.266693
7.036212,6.3826623
7.7999706,7.328108
5.1,5.221697
5.4000077,5.564462
5.500038,5.4754133
5.8000007,5.5718646
5.7000003,5.6062837
5.1,5.1551185
5.8000007,5.564678
6.099999,5.2053404
5.3,5.682073
7.700057,7.0093627
5.0,5.1632366
5.1,5.385143
5.1,5.000259
5.1,4.79514
5.7000003,5.59473
5.8000007,5.5601206
6.499997,6.757104
6.3999968,5.848091
5.4,5.943798
5.4,5.658202
5.5999994,5.11606
5.0,5.545635
7.2999887,6.1336913
4.0,4.562505
5.4,5.5267706
5.8000007,5.743701
5.899998,5.620143
9.400117,8.570824
5.8000007,6.275674
8.886057,7.461265
5.4000077,5.4982553
5.0,5.2030163
5.1000156,5.662011
5.899998,5.6213217
5.0,5.170145
5.7000003,5.541968
5.1,5.55753
5.9003196,5.792825
5.8000007,5.777681
5.1,5.491336
5.0,5.4840207
5.3,5.3078723
5.4000077,5.6435804
5.2000003,5.1621437
5.8000007,6.052913
5.8000007,5.785503
6.3999968,5.820582
5.8000007,5.8453903
5.1,5.4844165
5.7000003,5.416358
6.9000087,6.5066676
5.0,5.052211
5.8000007,5.840489
5.1,4.9171414
6.3999968,5.609321
9.245651,8.7064
5.1,5.0145187
5.4,5.533279
7.1000156,6.0230846
5.7000003,6.163302
5.8000007,5.6363626
5.1000156,5.166472
5.1,5.3722496
5.8000007,5.9578934
5.4,5.3414187
8.920818,7.0500436
7.5228786,5.911486
6.7999983,5.389885
5.899998,5.7592545
5.1,5.1369934
5.4000077,5.818214
5.3,5.0103583
5.0,5.1844974
5.0,4.9891624
5.3,5.5443826
5.500038,5.6146345
9.345823,9.063313
5.2000394,5.637557
6.299998,5.568336
6.099999,7.7522655
5.7000003,5.571467
5.4,5.5782437
5.899998,5.731941
5.3000755,5.4043584
5.4999995,5.6727443
5.899998,5.642775
5.4999995,5.381645
5.2000003,5.4031205
5.8000007,6.2397437
8.3,5.857872
7.102373,5.809941
5.899998,5.442041
7.5999804,7.314446
5.8000007,5.7344522
5.4,5.4220667
8.69897,7.563715
4.3,5.487559
6.7999983,6.3691688
5.7000003,6.0088506
7.700057,5.578138
5.4,5.810642
7.1999707,5.9502225
8.522879,7.1304173
5.899998,5.6031466
5.4,5.5944104
5.0,5.5419235
5.2000003,5.2805166
5.4999995,5.399621
4.1,4.6888876
5.4999995,5.28214
5.4,5.048454
5.8000007,6.1204834
5.1,5.5222144
7.1999707,6.513166
7.1000156,6.0932107
6.978811,7.9100385
5.0,5.1734314
5.3000755,5.2629476
5.4,5.2610283
5.3,5.231684
6.7999983,6.3688874
5.8000007,6.1190367
6.3999968,6.0048327
5.4,5.3172283
5.0,5.229275
5.1000156,5.2699866
7.008774,6.7102714
5.700057,5.655562
5.5999994,5.798136
5.0,5.07576
5.8000007,5.6419015
6.500313,5.4079657
5.4,5.4236455
5.8000007,5.7468204
6.3001623,6.271481
5.4999995,5.4720902
7.0404816,7.097199
5.5999994,5.728218
5.0,5.106369
6.499997,6.1550336
5.2000003,5.2706885
5.2000003,5.524375
8.744727,8.294302
5.0,5.322045
5.1,5.5730104
5.0,5.3463597
5.2000003,5.2935357
5.8000007,5.664185
7.251812,6.6995044
8.619789,7.3073783
5.8000007,5.867104
7.0,6.1532536
5.4999995,5.549805
7.920819,7.9098344
5.1,4.8973002
5.2000003,6.2033434
5.1,5.1284194
5.1,5.0200047
5.2000003,5.5382996
5.945387,6.1013055
5.5999994,5.5765667
8.0,6.0383162
5.1,5.207734
4.3,5.094405
5.800245,5.868741
7.180456,6.742507
5.1000156,5.297789
5.800245,5.8591933
6.036212,5.941297
5.7000003,5.552184
7.8999743,6.1394796
5.3000755,5.383607
5.1,5.2809343
5.2000003,5.3762875
6.6999917,5.889437
5.0,4.9754825
8.300162,8.150699
5.1,5.5998297
6.2006593,5.8756223
5.0,5.246486
5.4999995,5.224426
7.500038,5.896036
6.5999975,6.2328844
5.700057,5.803719
4.1,5.1618295
6.099999,5.5285435
5.5999994,5.515908
6.299998,5.4279227
5.1,5.5505567
6.099999,5.4362736
5.5999994,5.418635
4.6197886,5.389749
5.7000003,5.6692133
9.801343,8.097488
5.7000003,5.8257627
5.8000007,5.7604136
8.300162,7.6274757
6.7999983,5.4185953
5.4999995,5.2418814
6.3565474,5.9353786
5.8000007,5.849463
7.1999707,6.8103013
5.4999995,4.7436886
5.7000003,5.826553
5.2000003,5.2182174
5.8000007,5.6676345
6.099999,5.6296477
10.045757,8.615418
8.0,5.380745
5.8000007,5.7032704
6.299998,6.027671
5.3,5.198456
5.2000003,6.029223
6.099999,5.902746
5.8000007,5.9481325
7.60206,8.043388
5.4000077,5.6202664
5.7000003,5.717728
5.3,5.3257394
5.8000007,5.7580004
7.2676063,7.0663047
6.1999984,6.053016
6.5999975,5.737087
5.1000156,5.3710685
5.0,5.025059
5.8000007,5.9075384
5.7000003,5.6350374
7.154902,6.9716763
7.154902,5.561375
6.499997,5.7165084
5.1,5.633326
5.6001534,5.4421434
5.7000003,5.6730576
5.0,5.5267286
5.004365,5.0502176
5.0,4.895705
5.5999994,5.7072616
5.4999995,5.9079
5.700057,6.6349297
8.89963,6.8929543
5.2000003,5.359347
5.8000007,5.9272485
5.1,5.2622933
7.700057,7.662043
4.1,5.0364356
5.8000007,5.547351
5.1,5.669936
5.0,5.1438723
5.1,5.561858
5.0,5.2655168
7.60206,6.4026
6.499997,5.8212657
5.8000007,5.935622
5.7000003,5.8601613
5.1,5.038097
5.1,5.242566
5.0,5.206935
8.9,6.3435664
5.800245,5.854183
5.6001534,6.3142147
6.3001623,6.0314755
6.099999,5.43112
7.853872,7.031118
5.5999994,5.3798866
8.10018,5.969442
5.8000007,5.5511975
6.0,5.5232315
8.679853,9.086509
8.400117,6.318027
5.4999995,5.7341437
7.5086384,6.601685
6.499997,5.6808167
5.5999994,5.6566906
5.1,5.240392
5.5999994,4.997739
5.5999994,5.613011
6.1999984,5.6517997
6.3999968,6.359694
7.1000156,5.974182
5.1,5.242005
5.5999994,5.310779
5.0,5.074812
5.7000003,5.964524
6.499997,6.055301
5.4999995,5.621595
6.2890368,6.28375
5.8000007,5.6712537
8.562249,5.715945
5.2000003,5.445763
5.4,5.4570317
6.7999983,5.6219144
5.9003196,5.5777183
6.1999984,5.947856
5.1,5.4475193
5.8000007,6.144076
5.6001534,5.5655766
5.1,5.329048
6.1001797,6.204613
7.1000156,6.353555
5.7000003,5.701893
6.9172144,7.7111173
5.4999995,5.767005
7.2999887,5.6154513
5.1000156,5.488897
5.9003196,5.5155106
5.1,5.212809
5.0,5.2785316
5.1,5.3664
5.7000003,5.260327
5.899998,5.660439
5.5999994,5.468043
5.8000007,5.567428
5.700057,5.938998
5.8000007,5.9236526
5.8000007,5.9589963
6.7999983,6.318435
7.2999887,6.704318
6.055517,5.9380493
4.4,5.1863246
5.1000156,5.745591
5.7000003,5.7504196
6.0,7.2488008
6.6999917,5.751066
6.1999984,5.9808655
5.7000003,5.5760136
6.299998,5.3733735
9.0,6.920521
5.8000007,5.428467
8.600327,8.637687
7.1999707,6.679974
5.1000156,5.2788854
5.7000003,5.502212
5.700057,5.2560863
5.2000003,5.8592305
5.0,5.2991786
5.899998,5.647898
6.5999975,5.588615
5.387216,6.583981
5.700057,6.316752
6.499997,5.970344
5.8000007,5.726564
6.099999,6.3460536
5.0,5.5468063
5.4999995,5.431344
5.899998,5.709588
5.7000003,5.528411
7.4000077,7.070936
5.0,5.09566
5.1,4.9629087
9.0,7.7386203
5.4,5.745136
5.0,5.12014
4.0,4.8790355
7.2006593,6.6780834
5.1000156,5.234344
5.0,5.272227
5.8000007,5.1725035
5.1,5.3362517
5.4,5.6653533
6.299998,5.844195
5.5999994,5.5771646
5.2000003,5.2578354
5.5999994,5.2106805
5.4,5.7443023
5.0,5.419721
5.5999994,5.5101357
6.7999983,6.305594
5.899998,5.654474
5.7447276,5.696206
5.6001534,5.7407827
5.0,5.12632
5.4999995,5.4816236
5.2000003,5.5608377
5.1,5.132197
6.099999,5.2568665
9.30103,8.328982
5.6001534,5.680132
5.5999994,5.682232
5.1,5.0443034
6.6999917,5.7442665
5.4,5.7483234
5.8000007,5.7443185
5.4999995,5.52281
5.4000077,5.4849916
7.9625735,7.005631
5.0,6.6801953
5.4,5.217277
5.2000003,5.3369174
5.4,5.887002
6.6999917,5.7885313
5.3,5.351127
5.1,5.248195
5.7000003,5.954297
6.5999975,5.443746
8.2,6.0176454
6.3999968,5.897359
7.0,5.5304284
6.9000087,6.626047
5.4999995,5.823929
5.8000007,5.877685
4.3,5.3966107
5.899998,6.0932145
5.5686364,5.4853444
5.4,5.5998297
5.4,5.5400777
5.899998,6.3039436
5.4,5.687471
5.1000156,5.6316996
5.8000007,5.850358
10.69897,9.464203
5.8000007,5.8259473
6.7999983,5.8396883
6.3999968,6.435793
5.1,6.186789
5.899998,5.7660713
5.2000003,5.3666854
8.500313,5.5750546
6.450997,6.4729395
6.9000087,6.080608
5.8000007,5.5542493
5.0,5.3840456
5.1000156,5.3377614
5.6382723,4.9060965
5.7000003,5.886599
5.5999994,5.4469633
5.4,5.5393424
5.3,5.772787
5.3,5.3972187
7.5999804,5.579716
7.102373,5.351004
5.4,5.4867907
5.8000007,5.5944448
7.0,5.5405946
6.499997,6.0695376
9.1549015,9.064915
5.5999994,5.8049226
6.499997,5.4561553
6.3999968,5.588414
7.1000156,5.9140725
5.899998,5.829083
5.2000394,5.4383416
5.1,5.557309
5.4,5.2706504
6.701147,5.591136
5.1000156,5.354487
6.099999,5.73053
5.4999995,5.562894
5.4,5.3609304
7.0,6.0150514
5.4999995,5.641836
5.4999995,5.6130996
5.1,5.115533
5.0,5.4685946
5.8000007,6.3753257
5.4,6.14901
10.721247,10.744839
5.5999994,5.139172
9.19997,7.6475024
5.5999994,5.8329887
5.0,4.675627
6.6999917,6.1210475
5.7000003,5.992876
5.2000003,5.816756
6.299998,5.512161
6.3999968,6.060124
5.8000007,5.5471797
8.10018,7.2267222
5.0,5.3218923
4.9,4.659348
5.1,5.26439
6.038579,6.121719
5.4999995,5.226133
6.499997,5.887515
5.3,5.544138
5.4,5.2572584
4.3,5.319417
7.4000077,5.6689787
6.2006593,6.029517
5.4,5.2239294
6.3999968,5.98906
5.1,5.8887854
5.4999995,5.2998137
6.3999968,6.0497622
8.79588,6.0397587
7.5850267,5.762814
5.899998,5.763654
5.899998,5.735602
8.600327,7.089148
7.3809066,7.5332217
4.4,5.854542
5.8000007,6.048807
8.522879,7.0911207
6.7212462,6.941399
5.7000003,5.5043726
5.7000003,5.8404913
8.19997,7.094217
5.1,5.3817687
6.0,5.947677
5.1,5.1596665
6.6999917,5.792275
6.801343,5.7628617
5.2000003,6.1075087
5.0,5.0623555
6.3999968,5.8081775
5.899998,5.428082
5.1,5.3514857
5.500038,5.422415
6.3999968,5.9072886
5.1,5.293062
9.744727,8.816262
7.700057,6.8774776
8.400117,7.471023
5.0,5.3595176
5.8000007,5.8540645
5.0,5.333098
8.0,6.7800717
6.9000087,6.9812226
5.1,4.9159393
7.4089355,7.350858
5.4999995,5.625233
7.5999804,6.795962
8.017729,7.32966
5.4999995,5.2665462
5.5999994,5.30962
5.7000003,6.1412787
6.3999968,5.583482
5.1,4.8303614
5.0,4.9936795
5.1,5.3411818
5.1,5.280735
6.500313,5.413687
5.5999994,5.203418
5.7000003,5.9901786
5.4999995,5.620078
5.4999995,5.725961
5.899998,5.6656966
5.1,5.2343483
5.4,5.1322594
5.4999995,5.265699
9.19997,6.7731085
5.8000007,5.7343035
5.5999994,5.6180334
5.700057,5.677304
6.7447276,5.5386376
5.4,5.716434
6.1366773,5.961164
8.823909,7.819102
5.4,5.6652193
5.0,5.2763762
6.299998,5.82453
5.4,5.5208583
5.0,5.0810075
10.060481,9.087154
5.4,5.629256
5.1000156,5.2686687
4.7000003,5.3634458
8.6575775,7.551247
5.2000003,5.0177383
5.3,5.1925173
5.8000007,6.0824494
5.8000007,5.7054863
7.1536627,8.117465
5.5999994,5.7458267
5.3,5.219011
8.0,7.0190234
5.2000003,4.988443
5.9003196,5.9986296
5.800245,5.493454
7.2006593,6.9305367
6.1999984,5.7799525
5.4,5.0804443
5.3,5.3259773
5.6001534,5.6031995
5.4,5.308816
5.8000007,5.755361
4.6,5.000162
5.899998,5.8801928
5.920819,5.4570403
5.8000007,5.375264
5.3,5.5895762
5.79588,5.98699
5.4999995,5.4112372
7.5999804,6.8264155
10.1549015,8.758332
5.4,5.5466456
5.8000007,5.7104206
5.6001534,5.573281
5.0,5.610213
5.1,5.4538474
5.1,5.096053
9.0,6.1753035
5.1,4.9132833
5.4999995,5.3040786
4.600015,5.095283
5.3,5.5114937
6.1999984,5.569201
11.2218485,9.456988
5.0,5.1602573
7.2999887,7.0581384
5.0,6.0366645
5.4000077,5.482496
7.0,6.7817693
4.6,5.206842
5.236572,6.593865
5.7000003,6.344814
5.4,5.59235
5.1,4.8864737
7.468521,7.2954445
5.0,5.2481008
5.0,5.21929
5.3,5.2861896
5.7000003,5.9311943
5.0,5.253921
5.3000755,5.416257
5.511661,6.304274
5.2000003,5.327141
5.4,5.526383
5.8000007,5.591867
10.318759,7.8147626
5.5999994,5.914636
6.099999,5.7098684
7.30103,7.719792
5.4,5.8766503
5.4999995,5.70336
5.8000007,5.7730956
5.1,5.153717
5.154902,5.916627
5.5999994,5.373882
5.4000077,5.700494
8.500313,6.6888185
5.500038,5.155526
5.0,5.210921
6.099999,5.749465
8.89963,7.612777
5.1,5.2784023
5.899998,5.9449835
5.39794,5.0099974
5.1,5.1985893
7.500038,6.891557
5.4,5.474397
5.899998,6.0499125
5.4,5.415322
5.899998,5.456013
5.1,5.749625
6.0,5.7136235
5.899998,5.5023556
4.3,5.2929792
5.4000077,5.261004
5.3,5.206154
5.2000003,5.295911
5.1,5.590873
5.1,5.7473655
5.1,5.0877385
5.2000003,5.22611
5.8000007,5.9548535
5.8000007,5.3097653
4.8,4.569482
5.4,5.2954717
5.1,4.9867563
5.1,5.3033395
5.2000003,8.1426325
5.899998,5.7154293
5.1,5.33615
5.0,5.019528
6.500313,6.273874
5.8000007,5.15195
5.8000007,5.6800756
6.1999984,6.0689626
5.4000077,5.359744
8.89963,6.1393876
5.823909,5.540326
5.899998,5.6976156
5.8000007,5.723579
5.500038,5.587596
7.09691,6.2225156
5.3000755,5.274954
5.2006593,5.8250313
8.400117,7.538131
5.4999995,5.336471
4.3,5.0829816
5.4,5.258109
5.1,5.085028
5.1,5.284246
5.3,5.4658947
5.8000007,6.0357184
6.099999,5.2676563
5.1,5.168171
5.4,5.187876
5.1000156,5.279788
5.500038,5.5189347
5.1,5.490438
5.899998,5.951918
5.4999995,6.363037
7.0,5.837661
5.7000003,5.5393734
5.8000007,5.3909154
5.3,5.763175
7.1000156,6.141525
6.1999984,6.384498
5.4,6.0315967
5.1000156,5.434364
5.2000003,6.2468286
5.899998,5.828371
8.600327,5.6919336
5.5999994,5.2620807
5.6001534,5.4859586
7.5999804,6.5813375
5.2000003,5.465757
5.5999994,5.2254395
5.1,5.3359733
6.0,5.7513056
6.5999975,4.987204
5.2000003,5.433731
6.0,5.2836347
5.0,5.2169247
5.8000007,5.847205
6.0,6.560421
5.4999995,5.916374
6.3999968,6.4850917
8.0,7.5934215
6.6999917,5.1126256
5.4,5.563199
5.1079054,5.3428326
5.2000003,5.4318914
5.3,5.49696
6.099999,5.7620454
5.7000003,5.5568957
5.4,5.2736907
7.5999804,6.8977284
5.1,5.304207
8.712198,8.5603485
5.1,5.0105634
5.4,5.2052693
5.8000007,5.7653356
8.279015,7.8095393
6.801343,6.2156844
5.4,5.3878565
5.1,5.350678
6.958607,6.0937037
5.1,5.4774265
5.1,5.251996
5.2000003,5.2957726
6.099999,6.0869384
5.4,5.7944994
5.7000003,5.789643
8.30103,8.329653
5.4999995,5.412954
5.700057,5.5649405
5.1,5.155559
7.69897,7.0567274
5.4,5.3645825
5.1000156,5.2861233
5.5999994,5.2489614
5.8000007,5.3968725
5.1,5.0159373
7.700057,7.304978
5.8000007,5.2943406
5.4999995,5.966156
5.500038,5.5355463
5.4,5.5250735
5.9003196,5.6905465
5.1000156,4.8637304
5.1,5.0623784
5.1,5.2536407
5.4,5.5752044
5.0,5.176332
5.5999994,6.042388
5.4000077,5.541528
7.0,5.1522923
5.3000755,5.387399
5.1,4.851714
5.8000007,5.352986
5.4,5.426806
8.300162,7.9771013
5.2000394,5.2976494
5.1,5.3192244
5.0,5.3207603
5.7000003,5.2247577
5.899998,5.2495313
6.2006593,6.2544975
5.1,5.6282573
5.7000003,5.7561483
8.30103,8.222325
7.4000077,5.815748
5.5999994,6.039026
6.192465,6.275916
5.0,5.4055157
5.5999994,5.6542053
5.4,5.6570606
5.8000007,5.422188
5.1,5.2995744
5.4999995,5.25443
5.1,5.7576118
5.1,5.3518806
5.4,5.5925894
6.5228786,5.815317
6.0,5.2204623
5.0,4.959586
5.5999994,5.751435
7.2999887,6.4139314
5.4999995,5.393831
5.7000003,5.5237637
5.4,5.4976735
7.0,6.3492875
5.899998,6.376145
5.4000077,5.528197
5.1,5.297971
5.920819,6.7002773
6.099999,5.5334105
5.1,5.2428184
5.800245,5.8055143
5.1,5.0693502
7.2999887,7.03554
5.7000003,5.6406274
5.7000003,5.459088
6.070581,5.2869163
9.39794,7.693257
5.0,4.699693
5.3,5.3615723
5.800245,5.4928203
5.1,4.9057913
5.7000003,5.525183
5.1,5.250832
5.4000077,5.3664227
5.2000003,5.3456454
5.1,5.514981
5.899998,5.5027475
5.1,5.20716
5.1,5.2994857
5.4999995,5.9650464
6.499997,6.2515674
5.0,5.051742
6.299998,5.7710915
5.8000007,5.448937
5.1,4.9532647
5.075721,4.8380775
5.4999995,5.514712
5.3,5.268029
5.800245,5.5408626
5.5999994,5.5553503
5.0,5.0782375
6.610834,6.0506363
5.8000007,6.432912
6.0,5.9715033
6.0,6.4604516
8.30103,6.907395
6.0,6.1610017
5.4000077,5.291819
5.8000007,5.773306
5.3,5.518443
8.549751,6.535095
5.8000007,5.834008
5.1,4.682322
5.3,5.2349997
8.3,6.393292
5.4000077,5.718836
5.0,5.166542
5.4999995,5.471791
8.89963,7.3539596
5.3000755,5.4179955
5.2000003,6.323756
5.8000007,5.4151573
7.337242,7.660752
5.4,6.1375275
5.2000003,5.6037426
5.800245,5.8730927
6.299998,5.3492556
7.2006593,6.5505958
7.5228786,6.765824
5.5999994,5.7625656
6.6999917,5.4746127
5.7000003,5.7007856
5.1,5.289805
5.8000007,5.887165
6.2006593,6.0457616
5.3,5.1582403
5.0,5.0042825
5.8000007,6.036757
5.8000007,5.6967325
5.5999994,5.542221
4.1,4.949746
5.1,6.165565
5.2000003,5.2987294
5.0,5.035236
5.5999994,5.6299915
7.500038,6.6512876
4.2,5.3537827
5.899998,5.8490705
5.5999994,6.2112794
5.899998,5.1268086
6.6999917,6.1194625
5.4,5.4544773
4.4436975,5.1887293
6.0,5.3637257
5.1,5.373872
5.3000755,5.4777436
5.3,5.430715
5.3,5.028671
5.1000156,5.1385036
5.899998,5.7345333
5.5999994,5.597188
5.1,5.3150663
5.1,5.272543
5.4999995,5.5922
5.5999994,5.6818256
5.5999994,5.7465734
6.499997,5.6883044
4.1,5.4315057
5.5999994,5.4728527
5.1,5.4013114
5.1,6.05947
5.2000003,5.146499
5.8000007,5.7572947
6.0,6.301311
5.4999995,5.7366347
5.4,5.6840715
5.0,4.8863697
5.1000156,5.570622
5.1,5.3856206
5.5999994,7.50415
5.4,5.440684
5.0,5.1483865
5.1,5.906124
5.8000007,5.825548
5.7000003,5.4615564
5.4,4.8682795
5.4999995,5.591829
5.4,5.15252
6.9000087,6.620461
5.2000003,5.3542104
5.4,5.066411
5.7000003,5.634042
5.7000003,5.8769555
5.899998,5.769897
5.1,5.4131255
5.2000003,5.169857
5.4000077,5.258866
8.124939,5.9074187
5.5999994,5.779661
5.8000007,5.7138987
6.299998,6.238008
5.1,5.0614853
5.4,5.6746345
8.69897,7.10461
5.7000003,5.6663494
