Exp,Pred
5.1,5.6743164
5.1,5.634303
5.1,5.6054444
5.1,5.538355
5.1,5.8341126
5.2,5.5528893
5.1,5.446558
5.1,5.2943664
6.8,6.2048526
5.6,5.865266
6.0,5.3586917
7.4,6.169471
5.8,5.5159607
6.3,5.6107764
6.1,5.6107764
5.1,5.730445
5.4,5.968211
6.0,5.948568
5.9,5.6628375
5.8,5.6993995
5.1,5.7087617
5.1,5.6154737
5.1,5.530413
7.1,5.85947
7.0,6.5184455
5.4,5.808832
6.4,5.561938
5.8,6.994004
5.1,5.6630797
5.3,5.532267
7.5,5.900008
5.4,5.7359176
5.1,5.4264226
5.7,5.608191
5.7,5.685698
5.8,5.4357743
5.7,5.8224764
6.6,6.074714
5.7,5.6299505
5.7,5.522076
5.7,5.8487835
5.7,5.8771677
5.7,5.755541
5.7,5.374936
5.7,5.750078
7.2,6.394871
6.5,5.9258533
5.7,5.6185555
5.7,5.6818295
6.0,6.2450347
5.7,6.0537295
5.7,5.517326
5.7,5.5208907
5.7,5.6288934
5.7,5.665793
5.7,5.6760993
5.7,5.6062837
5.7,5.750005
5.7,5.555609
5.7,5.8495164
5.7,5.827176
5.7,5.7978425
5.7,5.7733545
5.7,5.8047166
5.7,5.7439475
5.7,5.6954284
5.7,5.613094
5.7,5.695351
5.7,5.794625
5.7,5.7189693
5.7,5.816412
5.7,5.6065865
5.7,5.597484
5.7,5.5456376
5.7,5.6794777
5.7,5.5456376
6.5,5.9186683
5.7,5.687373
5.7,5.3807435
5.7,5.5533395
5.7,5.5713716
5.7,5.7038937
5.7,5.535245
5.7,5.767629
6.0,5.9953876
5.7,6.1498346
5.7,5.82619
5.7,5.8892093
5.7,5.9041967
5.7,5.9648776
5.7,5.8970385
5.7,5.469793
5.7,5.739789
5.7,5.5355487
5.7,5.6793485
5.7,5.6216297
5.7,5.9574413
5.7,5.684596
5.7,5.6475077
5.7,5.8028708
5.7,5.51151
5.7,5.7195387
5.7,5.6909537
5.7,5.5657697
5.7,6.136734
5.7,5.7618165
5.7,5.7393074
5.7,5.6781893
5.7,5.638177
5.7,5.6275334
5.7,5.560444
5.7,5.4686465
5.7,6.2269416
6.7,6.173344
5.7,5.752534
5.7,5.970657
5.7,5.684926
5.7,5.7214875
5.7,5.7308507
5.7,5.6375623
5.7,5.5525017
5.8,5.8521385
5.7,6.020396
5.7,5.5543556
4.0,5.398865
5.6,5.554414
6.3,5.8843346
5.7,5.726656
5.6,5.6211653
6.7,5.5314083
5.6,5.4471974
7.0,5.788485
5.6,5.7147174
5.6,5.65166
5.7,5.691869
7.2,6.2858915
7.1,5.8850307
8.7,7.5852294
5.6,6.012906
5.7,6.4022593
5.6,5.8950925
6.9,5.732531
6.5,5.800435
6.2,5.538175
5.6,5.7171826
5.6,5.678146
8.1,5.7755885
7.1,5.5688615
5.9,5.547096
5.6,5.883833
5.6,5.723995
6.4,6.109012
5.6,5.4289694
5.6,6.1491437
5.6,5.8978677
6.3,5.7620473
5.8,5.832117
9.1,6.497282
8.4,6.8449025
8.5,5.824585
5.6,5.497226
5.6,5.5920415
5.6,5.5920415
5.8,5.9494767
7.0,5.7431593
7.8,6.2826877
5.6,5.790097
5.7,5.543203
6.1,7.0168
6.5,5.8812733
5.6,5.7171826
6.3,5.4097033
5.1,5.3478575
5.1,5.4145
5.1,5.1356897
5.1,5.4253635
5.1,5.1857276
5.1,5.3221974
5.1,5.1368732
5.1,5.42628
5.1,5.4166183
5.1,5.4467626
5.1,5.126246
5.1,5.067483
6.0,5.53091
5.1,5.510251
5.1,5.370666
5.1,5.291809
5.1,5.3696165
5.1,5.1288476
5.1,5.261742
5.1,5.5961437
5.6,5.6168337
4.9,5.0077004
6.5,5.6883044
5.3,5.3214183
5.2,5.2217607
5.1,5.259957
5.1,5.432149
5.1,5.414369
7.0,5.9053454
5.9,5.657543
5.1,5.306199
5.1,5.244632
5.1,5.2258205
5.1,5.3070507
8.5,7.3657184
5.1,5.733101
5.4,5.745136
6.8,5.5126715
5.2,5.793396
5.6,5.489654
5.1,5.4440846
5.1,5.4824376
5.1,5.453563
5.1,5.2503204
5.1,5.248383
5.1,5.3174133
5.1,5.872556
5.1,5.4054594
5.1,5.3008857
5.1,5.3338585
5.1,5.4896708
5.1,5.205517
8.0,5.589183
8.1,5.600871
6.9,5.512622
7.2,5.4350133
7.4,5.4808917
6.2,5.4292555
7.0,5.4350944
7.2,5.275931
6.2,5.4350176
6.9,5.4713593
5.1,5.4350133
5.1,5.1589413
5.1,5.4586353
6.8,5.556078
6.1,5.3490987
6.4,5.369676
5.1,5.310337
5.1,5.888325
5.1,5.33715
5.1,5.318231
5.1,5.3294864
5.1,5.2886114
6.0,5.1788464
5.1,5.42243
5.9,5.504936
5.1,5.399151
5.1,5.4021893
5.1,5.318231
5.1,5.3294864
6.5,5.6254835
5.1,5.22491
6.5,5.8143053
6.2,5.8532915
5.1,5.2319756
5.1,5.3116317
5.9,5.3470354
5.4,5.316684
5.1,5.4254966
5.1,5.274911
5.1,5.5072947
5.2,5.5931587
6.9,5.889501
5.1,5.4614754
5.1,5.5027504
5.1,5.209459
5.5,5.479455
5.9,5.184968
5.1,5.1967635
5.1,5.336057
5.1,5.2845926
5.5,5.361296
7.8,5.680706
5.1,5.347243
5.2,5.36277
6.3,5.5425367
5.7,5.4717345
5.1,5.1862416
5.7,5.337934
6.2,5.459205
5.5,5.4932823
7.3,5.982862
6.4,5.9881945
5.1,5.4007525
5.2,5.4306197
5.8,5.305436
5.7,5.347948
7.7,6.678043
6.7,5.989113
6.6,5.9010973
5.1,5.188664
5.1,5.2321267
5.1,5.3671994
5.1,5.2391953
5.1,5.400809
5.1,5.3583355
5.4,5.156398
5.1,5.1766105
6.8,5.9666076
5.7,5.6270204
5.1,5.42499
5.9,5.837355
5.8,5.4811897
6.1,5.7103233
5.8,5.4005523
6.3,5.3230915
5.1,5.3302784
5.1,5.2251472
5.1,5.2679057
6.9,5.757944
7.2,6.4071937
5.1,5.161875
6.1,5.2132325
5.1,5.0716066
5.2,5.308549
5.2,5.4124312
5.2,5.375191
5.2,5.111083
5.2,5.3860555
5.2,5.2698617
5.2,5.12501
5.5,5.3869715
5.6,5.37731
5.6,5.4074535
5.2,5.1789355
5.2,5.1407046
5.2,5.5228343
5.6,6.0203114
5.6,5.364255
5.5,5.3303075
5.2,5.2224336
5.7,5.549141
5.2,5.5775256
5.2,5.4558983
5.2,5.053538
5.2,5.249021
5.2,5.582912
5.2,5.3746433
6.4,6.2382216
5.2,5.6262107
6.1,5.577825
5.2,5.4513893
5.2,5.441382
5.6,6.1168528
5.2,5.7540865
6.9,5.4431295
6.6,5.414254
5.9,5.2176833
5.5,5.221248
5.2,5.3292513
5.2,5.3661504
5.2,5.3764567
5.2,5.4391174
5.2,5.519342
5.2,5.2559667
6.1,5.5498743
5.9,5.527534
5.7,5.4982004
5.5,5.473712
5.3,5.505074
5.2,5.444305
5.2,5.395786
5.4,5.313451
5.2,5.3957086
5.2,5.4949822
5.2,5.473712
5.2,5.167443
5.2,5.4114327
5.2,5.5167694
5.2,5.3100424
5.2,5.4074607
5.2,5.306944
6.5,5.8490167
5.2,5.297841
5.2,5.422874
5.2,6.0803704
5.6,5.8987575
5.2,5.3798356
5.2,5.4656286
5.5,5.36288
5.2,5.422874
5.4,6.0803704
5.2,5.586175
5.3,5.5602
5.2,5.244121
5.2,5.444198
5.2,5.542651
5.2,5.2356024
5.2,5.4682136
5.2,5.855625
6.0,5.9534645
6.0,5.8357024
6.9,5.901566
6.6,5.916554
6.6,5.977235
6.5,5.9093957
6.6,5.233075
5.2,5.4401464
5.4,5.3708763
5.2,5.223282
5.2,5.379706
5.2,5.245284
5.2,5.321987
7.1,5.6577992
5.2,5.3849535
5.2,5.347866
5.2,5.5032277
5.2,5.211867
5.2,5.4198966
5.2,5.391311
5.2,5.2661276
5.8,6.2118726
5.2,5.462174
5.2,5.439665
5.2,5.5240407
5.2,5.471011
5.2,5.327891
5.2,5.2608013
5.2,5.1913357
5.2,5.0805454
5.2,5.044527
5.8,5.927299
8.3,5.587712
5.2,5.3332725
6.3,6.0061784
5.2,5.452891
5.6,5.6710143
5.5,5.3852835
5.7,5.4218454
5.2,5.4312077
5.2,5.33792
5.2,5.252859
6.1,5.685048
6.1,6.0899367
5.9,5.254713
5.2,5.1488686
6.2,5.7688046
5.8,5.846311
6.0,5.867709
5.8,5.9830894
7.2,6.2685924
5.8,5.790563
5.8,6.0093966
5.8,6.0377803
5.8,5.9161534
5.8,5.9576097
7.4,5.7963905
7.1,6.6024036
5.7,6.0864663
5.8,5.9416895
5.8,5.826088
5.8,5.8713255
9.5,7.7866654
8.4,6.4533305
6.1,6.214342
5.9,5.9033847
5.8,5.8745093
5.8,5.677939
5.8,5.6815042
5.8,5.7897506
5.8,5.826406
6.0,5.8367114
5.8,5.8138156
6.4,5.910618
5.8,5.716222
5.8,6.01013
5.8,5.987789
5.8,5.9584556
5.8,5.933967
5.8,5.9653296
5.8,5.90456
5.8,5.856042
5.8,5.7737064
5.8,5.855964
5.8,5.955238
7.6,6.566831
5.7,5.8795834
5.8,5.977024
5.8,5.7702985
5.8,5.867717
5.8,5.7671995
7.3,6.3092723
5.8,5.7580967
5.8,5.718622
5.8,6.1125464
5.9,6.071671
5.8,5.8400908
5.8,5.925884
5.8,5.718622
5.8,6.1125464
5.8,6.04643
5.8,5.901742
5.8,5.755356
6.2,5.7885923
5.8,5.911425
5.8,5.695858
5.8,5.928242
6.9,6.2029185
6.0,6.3281617
6.5,6.860049
6.7,7.0498714
7.1,6.988341
6.6,7.001581
7.8,7.3017497
6.4,5.630406
5.8,5.9004016
5.9,5.743081
6.0,5.8399615
5.8,5.7822423
5.8,6.118054
5.9,5.845209
5.8,5.8081217
5.8,5.9634833
6.4,6.033553
8.3,6.674398
8.5,7.3475957
5.8,5.672122
5.8,5.880152
5.8,5.851567
5.9,5.7263823
8.3,7.2549367
6.2,6.4792705
5.8,6.4622974
5.8,5.8857217
5.8,5.845709
5.8,5.7881465
6.0,5.721057
5.8,5.6292596
5.8,6.387554
6.4,6.0479665
5.8,5.6348686
8.2,6.380876
5.8,5.9131465
5.8,6.13127
5.8,5.8455386
5.8,5.882101
5.8,5.8914633
5.8,5.7981753
5.8,5.7131143
6.7,6.474025
8.3,7.1330023
7.1,7.221893
5.8,5.8453794
5.5,5.2283382
6.1,5.3192697
5.4,5.285035
5.0,5.3516774
5.0,5.0875688
5.9,5.272081
5.6,5.362541
5.0,5.294628
5.6,5.0916333
5.0,5.363457
5.0,5.3537955
5.0,5.3839393
5.0,5.1554217
5.0,5.117191
5.0,5.340741
6.7,5.306793
5.5,5.338832
5.0,5.191948
5.0,5.1989193
5.0,5.525627
5.5,5.1648636
6.4,5.554012
5.8,5.576408
5.2,5.432384
5.0,5.0731945
5.0,5.2255073
6.5,5.5253572
6.1,5.3170886
7.8,6.1809635
5.5,5.602697
5.3,5.2529793
7.1,5.5205665
6.6,5.3938346
6.0,5.3838267
7.0,7.302896
6.3,6.0595937
5.5,6.0722713
5.9,5.449848
7.0,5.7305727
5.0,5.4268312
5.9,5.35329
5.0,5.4196153
5.0,5.3907404
5.0,5.194169
5.0,5.197734
5.0,5.305737
7.2,5.577737
5.5,5.819229
6.5,5.8097334
5.0,5.342636
5.1,5.3529425
5.0,5.1864505
7.1,5.3815627
5.0,5.232453
5.5,5.518101
5.5,5.2558417
5.5,5.4348497
5.0,5.143929
5.2,5.3780556
6.0,5.493255
5.5,5.286528
5.1,5.383947
5.0,5.28343
6.3,5.8255024
5.0,5.2743273
5.9,5.7807016
5.8,5.7048736
5.0,5.442114
5.0,5.3363285
5.6,5.7807016
6.6,5.56266
5.0,5.1451793
5.9,5.663039
6.3,5.9560432
5.8,5.4939556
5.0,5.187123
5.9,5.540025
5.4,5.3969765
5.0,5.479761
5.0,5.212088
5.1,5.4444723
6.7,5.7983665
5.5,5.895909
6.1,5.886643
5.0,5.419353
5.5,5.1755204
5.3,5.4166327
5.5,5.1168613
5.0,5.3561916
5.0,5.22177
5.0,5.2984734
5.0,5.361439
5.0,5.324352
5.7,5.4797144
5.7,5.3203993
5.9,5.3431063
5.0,5.3963823
5.0,5.430459
6.1,5.5888076
5.8,5.5821586
5.0,5.2481008
5.7,5.367797
5.0,5.242613
5.8,5.2851253
6.1,6.242536
5.0,5.505865
5.0,5.4888916
6.3,6.682815
5.7,5.466783
7.2,5.413456
5.0,5.3043766
6.1,5.6391954
5.0,5.1601734
5.0,5.047168
5.0,5.0679345
7.5,5.9037848
5.9,5.5641975
5.0,5.3712263
5.8,5.258217
5.5,5.344124
5.2,5.4293776
5.5,5.667143
5.0,5.407694
5.3,5.314406
5.0,5.2293453
5.5,5.507764
7.1,5.2608705
5.0,5.3620124
5.0,5.231199
5.6,5.59894
5.5,5.4348497
5.8,6.085569
6.2,6.215941
5.4,5.4884515
6.0,5.817077
6.4,5.9713874
5.0,5.4122334
5.6,6.0672393
5.9,6.4413695
6.3,6.806852
5.0,5.518737
5.6,5.3875594
6.2,5.6358466
5.7,5.6261854
5.6,5.656329
5.0,5.427811
5.0,5.3895807
7.2,5.7717094
7.0,5.716713
5.0,6.026587
5.7,5.6131306
5.4,5.6736364
7.7,6.263137
6.3,6.2235417
5.8,5.422188
5.0,5.7980165
6.3,6.307179
7.2,6.831511
8.7,8.04802
7.6,5.8264008
5.2,5.7047734
5.0,5.2532616
5.0,5.5683327
6.3,6.074081
5.5,6.4255185
7.0,6.4281697
5.9,5.875087
7.2,6.1614265
5.4,5.8988667
5.1,6.017189
8.9,8.339356
8.7,7.5752864
5.3,5.4287624
5.1,6.248794
5.8,6.0029626
6.9,6.4942026
6.9,6.4423985
7.6,6.325635
7.0,6.3945136
7.5,6.5746694
5.6,5.6242986
5.6,5.9393816
5.0,5.6150255
7.6,6.537808
6.7,6.5473886
6.6,6.435345
6.1,6.117474
5.4,6.3499813
7.1,6.2875495
7.5,5.8222303
5.8,5.7470756
6.6,5.722587
6.1,5.7539496
6.7,5.69318
5.5,5.7163672
6.5,5.562327
6.5,5.9223437
5.6,5.5282316
6.2,5.679835
5.6,5.9477596
5.7,5.743858
5.0,5.722587
6.4,5.5685096
7.2,7.513409
8.7,8.223229
5.6,5.6682024
6.8,5.7656446
6.5,5.7263474
6.2,5.6563363
5.8,5.9158654
6.2,6.0978923
5.7,5.8585296
5.4,5.5985765
5.0,5.7823343
5.2,5.7856207
5.0,5.628711
5.6,5.734209
6.3,5.810333
5.8,5.942611
5.0,5.5985765
5.2,5.7823343
5.6,6.0810466
6.0,6.1310563
6.6,5.7587814
5.0,5.5430307
5.0,5.6038404
6.4,5.964042
5.7,5.4844775
5.0,6.1615224
7.3,6.267982
7.1,6.099068
5.1,5.9565196
6.2,5.7585816
6.0,5.9329267
6.6,6.6032267
6.9,6.01273
5.7,5.8095675
6.2,5.907195
5.6,5.8879237
6.6,5.8602185
6.8,5.973758
6.9,6.1069026
7.2,6.1046953
6.4,6.118013
7.1,6.5793767
7.6,7.600393
9.0,8.34303
5.0,5.4607425
8.5,6.4910026
5.0,6.1546845
5.7,5.9889407
8.3,7.2944665
9.5,8.628852
9.0,7.2548213
6.2,6.044766
5.6,5.614583
7.8,5.5767665
7.5,6.0706563
5.9,5.394044
5.1,5.3430934
5.0,5.243457
6.3,6.762533
8.2,6.627607
5.0,5.5423217
8.2,6.1497493
5.9,5.8088055
6.2,6.005406
6.0,6.005406
7.8,6.4370046
6.5,5.9395328
6.0,5.9198895
7.2,5.791359
6.4,5.670721
6.8,5.990896
6.2,5.901733
6.2,6.0172834
7.7,7.374927
7.6,5.7801538
8.8,6.299255
5.9,6.1842237
5.2,6.5464997
7.9,6.8176737
5.9,5.9274807
5.6,5.9477596
5.0,5.8044887
5.7,5.5159783
6.1,5.5030236
5.7,5.5934844
5.5,5.8907065
5.7,5.730263
5.5,5.6752663
5.7,6.1790953
5.7,5.5377364
5.5,5.5697746
5.7,5.4298625
5.7,5.515241
5.7,5.75657
5.5,5.395807
5.5,5.7370944
5.7,5.784954
5.6,5.663327
5.7,5.291321
6.0,5.690112
5.9,5.6757016
6.1,6.334905
5.6,5.8336406
7.7,5.5585895
6.0,5.7475977
8.0,7.533839
6.5,6.1854844
5.6,5.961516
5.7,5.4251122
5.7,5.4286776
5.7,5.53668
6.9,6.537707
6.6,6.1310773
5.7,5.57358
5.7,5.583885
6.0,5.546317
5.7,5.657791
5.5,5.548515
5.7,5.4633956
5.7,5.7573037
5.7,5.7472806
5.7,5.705629
5.5,5.681141
5.7,5.7125034
5.7,5.6517334
5.7,5.603215
5.7,5.52088
5.5,5.749045
5.5,5.4867845
5.7,5.6031375
5.5,5.665793
5.7,5.702411
5.5,5.626756
5.6,5.724198
5.5,5.517472
5.7,5.61489
5.7,5.5143733
5.7,5.5052705
5.7,5.4651265
7.0,6.358239
6.3,6.176625
5.7,5.6837635
5.5,5.4957056
5.7,5.6730576
5.7,5.4651265
7.2,6.358239
5.9,5.705349
5.7,5.6338954
5.7,5.4951825
5.7,5.521649
5.7,5.6439266
5.7,5.4430313
5.7,5.675415
5.7,5.935421
6.5,6.0606627
5.7,5.733977
5.7,5.755736
5.7,5.7805285
5.7,5.771478
5.7,5.8148623
6.4,5.3775797
5.7,5.6475754
5.5,5.347804
5.7,5.4755826
5.5,6.132977
5.7,5.587135
5.5,5.846477
5.7,5.5294166
5.7,5.8652277
5.7,5.5923824
5.7,5.555295
5.6,5.710657
6.4,5.780727
5.6,5.931892
5.7,5.4192963
5.7,5.6273255
5.7,5.59874
5.7,5.4735565
5.7,6.04452
5.7,5.669603
5.7,5.647094
7.6,6.3704333
5.6,5.7731953
6.2,5.618223
7.5,5.5782104
5.7,5.53532
5.7,5.4682307
5.7,5.3764334
6.5,6.1347275
6.9,6.113378
5.6,5.4458365
5.5,5.540651
5.6,5.540651
5.7,5.6603208
5.5,5.8980865
5.7,5.8784437
5.7,5.5927124
5.7,5.6292744
5.7,5.638637
5.7,5.545349
5.7,5.4602885
5.6,5.7921724
5.7,5.96043
5.5,5.738707
5.8,5.491813
7.1,6.8297186
5.7,5.462142
5.7,5.829883
5.6,5.2172046
5.5,5.665793
5.8,5.4752297
4.2,5.363423
7.8,6.3748336
5.8,5.5189714
6.3,5.9726715
5.8,5.691214
8.4,6.6282477
6.2,5.585723
5.8,5.3966885
5.8,5.753042
8.3,6.4979157
5.8,5.679275
5.8,5.772076
5.8,5.563808
5.8,6.4168696
9.2,5.8495874
8.5,6.6305103
8.5,6.723707
7.9,7.549786
5.8,5.9774632
5.8,6.13127
5.8,6.098841
6.3,5.7085056
5.8,5.6970887
5.8,5.7649927
5.8,5.5027328
5.8,5.6817403
6.4,6.006846
8.6,6.668731
5.8,5.642704
5.8,5.7401457
5.8,5.533419
5.8,5.511654
5.8,6.1785884
5.8,5.787313
5.8,6.142628
6.7,6.3348827
7.2,6.349871
5.8,5.42224
5.8,6.001042
5.8,5.862425
6.0,5.726605
7.2,6.069247
6.8,7.0900664
6.7,5.8788743
5.8,5.517836
5.8,5.606865
5.8,5.606865
5.8,5.914034
6.9,5.5546355
6.6,5.8741374
8.9,6.5278506
6.2,5.754655
6.0,5.5077605
7.1,5.845831
5.8,5.6817403
5.1,5.036829
5.5,5.097532
5.1,4.8006263
5.1,5.151684
5.1,4.842479
5.1,4.989351
5.1,4.9788885
5.1,5.1314464
5.1,5.1241245
5.4,5.1730824
5.1,4.7934003
5.1,4.7346363
5.1,5.198064
5.1,5.259754
5.1,4.9485607
5.1,5.0959363
5.1,4.818064
5.1,4.988062
5.1,5.28249
6.8,5.3431535
6.4,5.3532414
5.1,5.023405
5.1,5.0946517
5.1,4.9271107
5.1,5.1584687
5.1,5.1017637
5.1,5.6351376
5.1,5.3246965
5.3,4.96295
5.1,4.974424
5.1,4.95214
5.1,4.9275665
8.6,7.0602803
5.1,5.481463
5.1,5.494639
6.8,5.2014675
5.1,5.519715
5.1,5.2159734
5.1,5.111239
