cano_smiles,gene_name,stand_value
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,TBK1,5.5
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,TBK1,5.5
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,TBK1,5.5
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,TBK1,5.5
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,TBK1,5.5
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,TBK1,5.6
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,TBK1,5.5
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,TBK1,5.5
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,TBK1,5.5
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,TBK1,5.5
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,TBK1,5.9
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,TBK1,5.5
N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,TBK1,5.5
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,TBK1,5.7
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,TBK1,5.8
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,TBK1,8.1
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,TBK1,5.5
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,TBK1,5.5
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,TBK1,5.5
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,TBK1,5.5
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,TBK1,5.5
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,TBK1,5.5
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,TBK1,6
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,TBK1,5.6
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,TBK1,6.1
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,TBK1,6.2
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,TBK1,5.9
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,TBK1,5.5
