cano_smiles,gene_name,stand_value
Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,KDR,5.4
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,KDR,6.5
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,KDR,6.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,KDR,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,KDR,5.1
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,KDR,5.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,KDR,5.1
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3,KDR,5.1
Clc1ccc(C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3)c(Cl)c1,KDR,5.1
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,KDR,6.7
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,KDR,5.1
Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1,KDR,5.9
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,KDR,5.6
NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,KDR,5.1
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,KDR,5.6
NCCCOc1cncc(\C=C\c2ccncc2)c1,KDR,5.1
NCCOc1cncc(\C=C\c2ccncc2)c1,KDR,5.1
NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,KDR,5.1
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,KDR,5.1
N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,KDR,5.1
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,KDR,5.3
N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,KDR,5.1
N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,KDR,5.6
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,KDR,6.1
N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,KDR,5.1
N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,KDR,5.1
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,KDR,5.1
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3,KDR,5.1
N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45,KDR,6.1
N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45,KDR,5.3
N[C@H](COc1cncc(c1)c2ccc(F)cc2)Cc3c[nH]c4ccccc34,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,KDR,6.4
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,KDR,5.1
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,KDR,9.2
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,KDR,5.9
N\C(=N/O)\c1ccccc1S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34,KDR,5.3
N\C(=N\O)\c1cccc(c1)S(=O)(=O)Nc2ccc3c(c2)C(=NO)c4ccccc34,KDR,5.3
Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,KDR,7.3
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,KDR,7.9
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,KDR,5.8
Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,KDR,5.6
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4,KDR,5.1
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,KDR,5.1
Nc1nonc1n2nnc(C(=O)N\N=C\c3ccncc3)c2c4ccccc4,KDR,5.1
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,KDR,7
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,KDR,6.5
O=C1NNC(=O)c2c(N\N=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cccc12,KDR,5.1
O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5,KDR,7.6
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,KDR,6.1
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,KDR,7
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,KDR,6.9
OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,KDR,5.1
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,KDR,5.6
OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,KDR,5.1
OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,KDR,5.1
OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,KDR,5.1
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,KDR,5.1
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,KDR,5.1
O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,KDR,5.1
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,KDR,5.9
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,KDR,6.6
O\N=C(\CCCCCCC(=O)Nc1cccc(c1)c2ccccc2)/c3occn3,KDR,5.3
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,KDR,6
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,KDR,6.7
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,KDR,5.6
Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,KDR,5.1
Oc1ccc(\C=N\NC(=O)Nc2cccc3nsnc23)c(O)c1,KDR,5.9
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,KDR,7.9
Oc1nn2ccccc2c1Br,KDR,5.7
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,KDR,5.6
