cano_smiles,gene_name,stand_value
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,AXL,7.7
C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,AXL,5.7
C[C@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,AXL,5.7
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,AXL,5.7
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,AXL,6.7
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,AXL,5.7
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,AXL,6.3
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,AXL,7.4
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,AXL,5.7
Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,AXL,5.7
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,AXL,7.7
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,AXL,6.1
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,AXL,6.7
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,AXL,6.8
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,AXL,6.1
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3,AXL,5.7
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,AXL,5.7
Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1,AXL,5.7
NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,AXL,5.8
NCCOc1cncc(\C=C\c2ccncc2)c1,AXL,5.7
NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,AXL,5.7
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,AXL,5.7
N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,AXL,5.7
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,AXL,5.7
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,AXL,5.7
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,AXL,5.7
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,AXL,8
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,AXL,5.7
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,AXL,5.7
Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,AXL,5.7
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,AXL,6.2
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,AXL,6.3
Nc1ncnc2c1c(I)nn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,AXL,5.7
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,AXL,5.7
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,AXL,6.6
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,AXL,7.3
O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5,AXL,7.7
OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,AXL,5.7
OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,AXL,6.6
OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,AXL,5.7
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,AXL,5.7
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,AXL,5.7
O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,AXL,5.7
Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,AXL,6
Oc1ccc(\C=N\NC(=O)Nc2cccc3nsnc23)c(O)c1,AXL,5.8
