cano_smiles,gene_name,stand_value
COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3,AKT3,5.1
COc1cccc(c1)[C@H](C)NC(=O)c2ccc(cc2)c3ccncc3,AKT3,5.0
COc1cncc(\C=C\c2ccncc2)c1,AKT3,5.0
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,AKT3,5.0
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,AKT3,5.6
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,AKT3,5.0
C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,AKT3,5.0
C[C@@H](NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,AKT3,5.0
C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,AKT3,5.0
C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,AKT3,5.0
C[C@@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,AKT3,5.0
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,AKT3,5.0
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,AKT3,5.0
C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO,AKT3,5.0
C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,AKT3,5.0
C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3,AKT3,5.0
C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)c3ccccc3,AKT3,5.0
C[C@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,AKT3,5.0
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,AKT3,5.0
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,AKT3,5.5
C\C(=N/NC(=O)c1nnn(c2nonc2N)c1c3ccccc3)\c4occc4,AKT3,5.0
C\C(=N\NC(=N)N)\c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,AKT3,6.4
C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,AKT3,6.8
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,AKT3,5.0
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,AKT3,5.0
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6,AKT3,5.0
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,AKT3,5.0
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,AKT3,5.0
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,AKT3,5.0
Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,AKT3,5.0
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,AKT3,5.4
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,AKT3,6.5
Cc1cccc(\C=N\Nc2cc(nc(OCCc3ccccn3)n2)N4CCOCC4)c1,AKT3,5.0
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,AKT3,8.2
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,AKT3,8.4
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,AKT3,8.3
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,AKT3,8.2
Clc1ccc(C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3)c(Cl)c1,AKT3,5.0
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,AKT3,5.0
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,AKT3,5.3
Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1,AKT3,5.0
N(\N=C\c1c[nH]c2ccccc12)c3nc4ccccc4[nH]3,AKT3,5.0
NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,AKT3,5.0
NCCCOc1cncc(\C=C\c2ccncc2)c1,AKT3,5.0
NCCOc1cncc(\C=C\c2ccncc2)c1,AKT3,5.0
NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,AKT3,6.5
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,AKT3,5.0
N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,AKT3,5.2
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,AKT3,6.4
N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,AKT3,5.0
N[C@@H]1[C@H]2CN(C[C@@H]12)c3nc4N(C=C(C(=O)O)C(=O)c4cc3F)c5ccc(F)cc5F,AKT3,5.0
N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,AKT3,6.1
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,AKT3,6.4
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3,AKT3,5.0
N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45,AKT3,7.6
N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45,AKT3,6.7
N[C@H](COc1cncc(c1)c2ccc(F)cc2)Cc3c[nH]c4ccccc34,AKT3,5.2
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,AKT3,5.0
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,AKT3,5.2
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,AKT3,5.0
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,AKT3,8.3
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,AKT3,6.8
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,AKT3,6.9
Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,AKT3,5.0
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,AKT3,5.0
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,AKT3,5.0
Nc1ncnc2c1c(I)nn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,AKT3,5.0
Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,AKT3,5.0
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4,AKT3,5.0
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,AKT3,5.0
Nc1nonc1n2nnc(C(=O)N\N=C\c3ccncc3)c2c4ccccc4,AKT3,5.0
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,AKT3,7.4
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,AKT3,5.0
O=C1NNC(=O)c2c(N\N=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cccc12,AKT3,5.7
O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5,AKT3,5.0
OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,AKT3,5.1
OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,AKT3,5.8
OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,AKT3,5.2
OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,AKT3,5.3
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,AKT3,5.0
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,AKT3,5.0
O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,AKT3,5.0
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,AKT3,5.2
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,AKT3,5.0
Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,AKT3,5.0
Oc1ccc(\C=N\NC(=O)Nc2cccc3nsnc23)c(O)c1,AKT3,5.0
[O-][N+](=O)c1cccc(c1)C(=O)N\N=C\c2oc(Sc3nc4ccccc4[nH]3)cc2,AKT3,5.0
