cano_smiles,gene_name,stand_value
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,MAPK14,6.2
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,MAPK14,5.4
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,MAPK14,5.4
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,MAPK14,5.4
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,MAPK14,5.4
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,MAPK14,5.4
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,MAPK14,5.4
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,MAPK14,5.4
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,MAPK14,5.4
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,MAPK14,5.6
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,MAPK14,5.4
