cano_smiles,gene_name,stand_value
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,CDK7,5.4
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,CDK7,5.8
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,CDK7,5.4
N[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK7,5.4
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,7.3
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,CDK7,5.8
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,CDK7,8
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,CDK7,5.7
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,CDK7,5.7
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,CDK7,5.7
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CDK7,5.4
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cc(Cl)c(Cl)cc23,CDK7,5.6
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK7,5.2
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK7,6.6
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,CDK7,5.4
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,CDK7,5.5
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,CDK7,5.4
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,CDK7,5.4
