cano_smiles,gene_name,stand_value
CN[C@H]1C[C@@H]2O[C@@](C)([C@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,LIMK1,7
COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(C)cc(C)cc5n4)cc3)c6c(N)ncnc26,LIMK1,6.3
COCCO[C@@H]1CC[C@H](CC1)n2nc(c3ccc(Nc4oc5c(Cl)cc(C)cc5n4)cc3)c6c(N)ncnc26,LIMK1,5.5
COCc1nnn(c1C(=O)N\N=C(/C)\c2ccc(O)cc2O)c3nonc3N,LIMK1,5.9
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,LIMK1,7
COc1cc(Nc2ncnc3ccc(cc23)c4ccc(CN5C[C@@H]6C(CO)[C@@H]6C5)cc4)ccc1Oc7ccccc7,LIMK1,5.0
COc1cc(\C=C(/C#N)\c2n[nH]c(N)c2C#N)ccc1O,LIMK1,5.9
COc1cc(\C=C(/C#N)\c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,LIMK1,5.0
COc1cc(\C=C(/C#N)\c2nc3ccccc3[nH]2)c(Br)cc1O,LIMK1,5.0
COc1cc(\C=C/2\SC(=S)NC2=O)ccc1O,LIMK1,5.0
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1O,LIMK1,5.0
COc1cc(\C=C\2/S\C(=N/c3ccccc3)\NC2=O)ccc1O,LIMK1,5.0
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,LIMK1,7.2
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,LIMK1,5.5
COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,LIMK1,6.5
COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1OC,LIMK1,5.0
COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1O,LIMK1,5.1
COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1OC,LIMK1,5.0
COc1ccc(\C=N\Nc2ncnc3c4ccccc4[nH]c23)cc1OC,LIMK1,7.1
COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1,LIMK1,5.0
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,LIMK1,5.5
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,LIMK1,5.5
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,LIMK1,5.5
COc1cncc(\C=C\c2ccncc2)c1,LIMK1,5.0
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,LIMK1,5.2
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,LIMK1,6
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,LIMK1,5.5
C[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,LIMK1,5.1
C[C@@H](NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,LIMK1,5.0
C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,LIMK1,6.3
C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,LIMK1,5.0
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,LIMK1,5.9
C[C@@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,LIMK1,5.8
C[C@H](N)COc1cnc(Cl)c(\C=C\c2ccncc2)c1,LIMK1,5.0
C[C@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C3CCCCC3,LIMK1,5.0
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,LIMK1,5.6
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,LIMK1,6.6
C\C(=N/NC(=O)c1nnn(c2nonc2N)c1c3ccccc3)\c4occc4,LIMK1,5.0
C\C(=N\NC(=N)N)\c1cc(NC(=O)NCCCCCCNC(=O)Nc2cc(cc(c2)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,LIMK1,5.9
C\C(=N\NC(=N)N)\c1cc(NC(=O)c2cccc(c2)C(=O)Nc3cc(cc(c3)\C(=N\NC(=N)N)\C)\C(=N/NC(=N)N)\C)cc(c1)\C(=N\NC(=N)N)\C,LIMK1,6.3
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,LIMK1,5.8
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,LIMK1,5.0
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5CC[C@@H](CC5)N6CCCC6,LIMK1,5.9
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,LIMK1,5.4
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,LIMK1,5.0
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,LIMK1,5.0
Cc1cc(c2ccccc2)n(n1)c3cc(N\N=C\c4occc4)ncn3,LIMK1,5.1
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,LIMK1,6.7
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,LIMK1,5.5
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,LIMK1,6.1
Clc1ccc(C2CC3=C(C(=O)C2)C(=O)c4ccc(Cl)cc4N3)c(Cl)c1,LIMK1,5.0
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,LIMK1,5.5
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,LIMK1,5.3
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,LIMK1,5.5
NC(=O)C1=C2S\C(=C/c3occc3)\C(=O)N2C(=C(C#N)C1c4occc4)N,LIMK1,5.0
NCCCOc1cncc(\C=C\c2ccncc2)c1,LIMK1,5.0
NCCOc1cncc(\C=C\c2ccncc2)c1,LIMK1,5.0
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,LIMK1,5.0
N[C@@H](COCc1ccccc1)COc2cncc(\C=C\c3ccncc3)c2,LIMK1,5.0
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,LIMK1,5.7
N[C@@H](Cc1cccc2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,LIMK1,5.7
N[C@H](COc1cc(\C=C\c2ccncc2)cnc1Cl)Cc3c[nH]c4ccccc34,LIMK1,5.9
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,LIMK1,5.0
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3ccccc3,LIMK1,5.0
N[C@H](COc1cncc(c1)c2cc3ccncc3s2)Cc4c[nH]c5ccccc45,LIMK1,6.1
N[C@H](COc1cncc(c1)c2cc3cnccc3s2)Cc4c[nH]c5ccccc45,LIMK1,5.8
N[C@H](COc1cncc(c1)c2ccc(F)cc2)Cc3c[nH]c4ccccc34,LIMK1,5
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,LIMK1,5.7
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,LIMK1,5.0
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3F)Cc4c[nH]c5ccccc45,LIMK1,5.8
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,LIMK1,6.1
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,LIMK1,5.0
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,LIMK1,5.0
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,LIMK1,6.3
Nc1ccc(cc1)c2csc3c(\C=C\c4nc5ccccc5[nH]4)cnc(N)c23,LIMK1,5.7
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,LIMK1,7.2
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,LIMK1,5
Nc1ncnc2c1c(cn2[C@@H]3CC[C@H](CC3)N4CCCC4)c5cccc(OCc6ccccc6)c5,LIMK1,6.1
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4ccccc4,LIMK1,5.0
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,LIMK1,5.0
Nc1nonc1n2nnc(C(=O)N\N=C\c3ccncc3)c2c4ccccc4,LIMK1,5.0
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,LIMK1,7.5
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,LIMK1,5.9
O=C1NNC(=O)c2c(N\N=C\3/C(=O)N(N=C3c4ccccc4)c5ccccc5)cccc12,LIMK1,5.0
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,LIMK1,5.8
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,LIMK1,5.5
OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,LIMK1,5.2
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,LIMK1,5.5
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,LIMK1,5.0
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2F)c3ccncc3,LIMK1,5.3
O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,LIMK1,5.0
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,LIMK1,5.5
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,LIMK1,7.1
Oc1ccc(\C=C(/C#N)\C(=O)NCc2ccccc2)cc1O,LIMK1,5.0
Oc1ccc(\C=N\NC(=O)Nc2cccc3nsnc23)c(O)c1,LIMK1,5.0
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,LIMK1,5.6
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,LIMK1,5.5
