cano_smiles,gene_name,stand_value
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,CDK8,5.4
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,CDK8,5.7
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,CDK8,7.2
COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,CDK8,5.5
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,CDK8,6.6
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,CDK8,5.7
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,CDK8,5.5
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,CDK8,5.4
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,CDK8,5.4
CS(=O)(=O)N[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK8,7
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,CDK8,5.4
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,CDK8,6.3
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,CDK8,5.6
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,CDK8,5.5
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,CDK8,7.3
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,CDK8,5.4
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,CDK8,5.5
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,CDK8,7.9
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,CDK8,8.8
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3,CDK8,7.9
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,CDK8,8.8
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,CDK8,5.9
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,CDK8,5.5
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,CDK8,5.4
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,CDK8,5.4
N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,CDK8,5.4
N[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK8,5.5
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK8,8.3
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,CDK8,5.8
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,CDK8,6.5
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,CDK8,5.4
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,CDK8,5.4
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,CDK8,5.4
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,CDK8,5.6
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3cc(Cl)c(Cl)cc23,CDK8,5.7
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,CDK8,6.3
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,CDK8,9.1
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,CDK8,6.3
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,CDK8,6.2
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,CDK8,6.6
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,CDK8,5.4
Oc1nn2ccccc2c1Br,CDK8,5.4
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,CDK8,5.4
