cano_smiles,gene_name,stand_value
COc1cc(\C=C/2\SC(=S)NC2=O)ccc1O,ALK,5.9
COc1cc(\C=C\2/SC(=O)NC2=O)ccc1O,ALK,5.9
COc1cc(\C=C\2/S\C(=N/c3ccccc3)\NC2=O)ccc1O,ALK,5.9
COc1cc(ccc1NC(=O)c2cc3ccccc3n2C)c4csc5c(\C=C\C(=O)NCCN(C)C)cnc(N)c45,ALK,5.3
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C[C@H](O)CO)c5)cc1,ALK,5.6
COc1ccc(Nc2nccc(NC3=C(N[C@H](C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,ALK,5.5
COc1ccc(\C=C/2\C(=O)ON=C2c3ccc(Br)cc3)cc1OC,ALK,6.1
COc1ccc(\C=C/2\S\C(=N\c3ccccc3)\NC2=O)cc1O,ALK,5.9
COc1ccc2NC(=O)\C(=C/c3c[nH]cn3)\c2c1,ALK,5.9
COc1ccc2[nH]cc(\C=C\3/C(=O)Nc4ccccc34)c2c1,ALK,5.2
COc1cccc(\C=C/2\S\C(=N/c3ccccc3)\NC2=O)c1,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)N2CCC(=CC2)c3c[nH]c4ncccc34,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2cc(C)c(s2)c3ccc4[nH]nc(C)c4c3,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(c(F)c2)c3ccncc3,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3,ALK,5.2
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncc3C,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2)c3ccncn3,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2NCCCN)c3ccncc3,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(cc2OC)c3ccncc3F,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2ccc(s2)c3ccncc3,ALK,5.2
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(nc2)c3ccncc3,ALK,5.2
COc1cccc(c1)[C@@H](C)NC(=O)c2cnc(s2)c3ccncc3,ALK,5.9
COc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,ALK,5.2
COc1cccc(c1)[C@H](C)NC(=O)c2ccc(c(C)c2)c3ccncc3,ALK,5.9
CS(=O)c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,ALK,5.2
C[C@@H](N)C1CCC(CC1)C(=O)Nc2ccnc3[nH]ccc23,ALK,5.7
C[C@@H](N)[C@@H]1CC[C@H](CC1)C(=O)Nc2ccncc2,ALK,5.2
C[C@@H](NC1=C(N(C(=O)C)c2ccncc2)C(=O)C1=O)C(C)(C)C,ALK,5.9
C[C@@H](NC1=C(Nc2ccnc(Nc3cccc(C)c3)n2)C(=O)C1=O)C(C)(C)C,ALK,5.9
C[C@@H](NC1=C(Nc2ccncc2)C(=O)C1=O)C(C)(C)C,ALK,5.9
C[C@@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,ALK,5.9
C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CO,ALK,5.9
C[C@@H]1CCN(C[C@@H]1c2ncc3cnc4[nH]ccc4n23)C(=O)CC#N,ALK,5.2
C[C@H](Nc1nccc(n1)c2c(nc3occn23)c4ccc(F)cc4)c5ccccc5,ALK,5.9
C[C@H](O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,ALK,7.2
C[C@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,ALK,7.2
C[C@H]1CNCCCN1S(=O)(=O)c2cccc3cncc(C)c23,ALK,5.9
Cc1[nH]c(\C=C\2/C(=O)Nc3ccccc23)c(C)c1CCC(=O)O,ALK,6.7
Cc1c(O)ccc2\C(=N/NC(=O)Cc3cccc4ccccc34)\CCCc12,ALK,5.9
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1[C@@H]5C[C@@H](CN6CCCC6)C5,ALK,7.2
Cc1cc(C)c(\C=C\2/C(=O)Nc3ccccc23)[nH]1,ALK,6.7
Cc1cc(OC[C@@H]2CC[C@@H](C2)C(=O)O)c(NC(=O)Nc3cnc(cn3)C#N)cc1Cl,ALK,5.9
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,ALK,6.6
Cc1cc(cc2[nH]c(nc12)C3=C(NC[C@@H](O)c4ccccc4)C=CNC3=O)N5CCOCC5,ALK,7.1
Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)cnc2C(=O)N)c1,ALK,7.2
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4c[nH]c5ccccc45)c3,ALK,5.9
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccc(Cl)c(Cl)c4)c3,ALK,6.1
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(Cl)c4)c3,ALK,5.9
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(OC(F)(F)F)c4)c3,ALK,5.9
Cc1n[nH]c2cnc(cc12)c3cncc(OC[C@@H](N)Cc4cccc(c4)C(F)(F)F)c3,ALK,5.9
Cc1nn(c(O)c1C2OC(=O)c3ccccc23)c4nc5ccccc5[nH]4,ALK,6.7
Clc1cccc(NC(=O)Nc2ncc(CCNc3ncnc4ccsc34)s2)c1,ALK,5.4
Cn1cc(C(CN)c2cncc(\C=C\c3ccncc3)c2)c4ccccc14,ALK,5.9
FC(F)(F)c1ccc(Cl)c(NC(=O)CCC(=O)N\N=C/c2c[nH]c3ccccc23)c1,ALK,5.2
Fc1ccc2ncn(c3ncc4NC(=O)N([C@@H]5CCOc6c(F)cccc56)c4n3)c2c1,ALK,7.3
N#CC[C@@H](C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,ALK,6.3
NC(=O)c1ccc(cc1)c2nc(c3ccc4OCOc4c3)c([nH]2)c5ccccn5,ALK,5.2
NC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,ALK,5.9
NC[C@@H](O)[C@@H](O)Cn1cc(I)c2c(N)ncnc12,ALK,5.9
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc3cncc(\C=C\c4ccncc4)c3,ALK,5.4
N[C@@H]1CCCC[C@@H]1Nc2ccc(C(=O)N)c(Nc3cccc(Cl)c3)n2,ALK,5.9
N[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,ALK,6.2
N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3cccc(Cl)c3)Cc4c[nH]c5ccccc45,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc(N)c(c2)C(=O)c3ccccc3)Cc4c[nH]c5ccccc45,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)C(=Cc4occc4)c3c2)Cc5c[nH]c6ccccc56,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Cc3c2)Cc4c[nH]c5ccccc45,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)Oc3c2)Cc4c[nH]c5ccccc45,ALK,5.9
N[C@H](COc1cncc(c1)c2ccc3NC(=O)\C(=C/c4ccc[nH]4)\c3c2)Cc5ccccc5,ALK,6.7
N[C@H](COc1cncc(c1)c2ccc3cnccc3c2)Cc4c[nH]c5ccccc45,ALK,5.2
Nc1ncc(\C=C\C(=O)NCCCn2ccnc2)c3scc(c4ccc(Br)cc4)c13,ALK,5.9
Nc1ncnc2c1c(I)nn2[C@@H]3CC[C@H](O)CC3,ALK,5.9
Nc1ncnc2c1c(I)nn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O,ALK,5.9
Nc1nonc1n2nnc(C(=O)N\N=C\c3cccs3)c2c4cccs4,ALK,5.9
Nc1nonc1n2nnc(C(=O)N\N=C\c3ccncc3)c2c4ccccc4,ALK,5.9
O=C(Nc1cc2C(=O)NN=Cc3c[nH]c(c1)c23)[C@@H]4C[C@H]4c5ccccc5,ALK,5.9
O=C1NCCc2[nH]c(cc12)c3ccnc(\C=C\c4ccccc4)c3,ALK,5.9
O=C1Nc2ccc3ncsc3c2/C/1=C/Nc4ccc(cc4)S(=O)(=O)Nc5ccccn5,ALK,6.2
O=C1Nc2ccccc2/C/1=C/c3c[nH]c4ccccc34,ALK,5.7
O=C1Nc2ccccc2/C/1=C/c3ccc[nH]3,ALK,5.7
O=C1Nc2ccccc2/C/1=C\c3ccc[nH]3,ALK,5.6
OC(COc1cncc(\C=C\c2ccncc2)c1)Cc3c[nH]c4ccccc34,ALK,5.9
OCC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,ALK,5.2
OCC[C@@H](Nc1nc2ccc(cc2s1)c3ccncc3)c4ccccc4,ALK,5.9
OC[C@@H](NC(=O)N1CCC(=CC1)c2c[nH]c3ncccc23)c4ccccc4,ALK,5.9
OC[C@@H](NC(=O)c1ccc(cc1)c2ccncc2)c3ccccc3,ALK,5.9
OC[C@H](Cc1ccccc1)NC(=O)c2ccc(cc2)c3ccncc3,ALK,5.9
O[C@@H]1CCCN(C1)C(=O)c2cc(on2)c3ccc4[nH]ncc4c3,ALK,5.9
O[C@@H]1CC[C@H](CC1)Nc2cc(Cl)nc(n2)c3c[nH]c4ncccc34,ALK,5.6
O[C@@H]1CC[C@H](CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,ALK,5.9
O\N=C/1\C=C(Oc2c(CC=C)cccc12)c3ccccc3,ALK,6.6
Oc1c(Br)cc(\C=N\NC(=O)Nc2ccccc2)cc1Br,ALK,6.3
Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,ALK,6.6
Oc1ccc(\C=N\NC(=O)Nc2cccc3nsnc23)c(O)c1,ALK,5.9
Oc1ccc(cc1)c2ccc3\C(=C\c4ccc[nH]4)\C(=O)Nc3c2,ALK,7.9
Oc1nn2ccccc2c1Br,ALK,5.3
[2H]C([2H])([2H])Oc1cccc(c1)[C@@H](C)NC(=O)c2sc(nc2C)c3ccncc3,ALK,5.2
